molecule_id,selectivity_status,selectivity_uncertainty,nAChR_subtype_evidence,alpha7_check,alpha4beta2_check,Level2_offtarget_proxy,note
REV-DE_NOVO-29,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-30,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-31,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-32,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-33,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-34,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-35,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-36,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-37,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-38,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-39,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-40,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-41,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-42,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-43,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-44,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-45,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-46,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-47,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-48,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-49,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-50,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-51,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-52,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-53,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-54,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-55,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-56,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-57,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-58,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-59,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-60,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-61,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-62,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-63,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-64,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-65,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-66,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-67,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-68,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-69,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-70,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-71,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-72,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-73,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-74,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-75,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-76,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-77,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-78,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-79,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-80,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-81,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-82,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-83,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-84,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-85,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-86,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-87,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-DE_NOVO-88,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
