molecule_id,generation_mode,source,isomeric_SMILES,canonical_SMILES,parent_id,experimental_status,created_at,summary_file,reinvent_Score
REV-DE_NOVO-18,reinvent_de_novo,reinvent4_staged_learning,C[C@@H](Oc1cc(F)c(S(N)(=O)=O)cc1Cl)C(=O)OCCNC(=O)OCCOC(=O)O,C[C@@H](Oc1cc(F)c(S(N)(=O)=O)cc1Cl)C(=O)OCCNC(=O)OCCOC(=O)O,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.6428056
REV-DE_NOVO-19,reinvent_de_novo,reinvent4_staged_learning,O=C(O)CC1(CNS(=O)(=O)c2ncccc2F)CCCCC1,O=C(O)CC1(CNS(=O)(=O)c2ncccc2F)CCCCC1,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.5695974
REV-DE_NOVO-20,reinvent_de_novo,reinvent4_staged_learning,Cc1nn(C2CCCCO2)c2nc(N3CCCC3)cnc12,Cc1nn(C2CCCCO2)c2nc(N3CCCC3)cnc12,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.0034273
REV-DE_NOVO-21,reinvent_de_novo,reinvent4_staged_learning,C[NH+]1CCCS1,C[NH+]1CCCS1,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.0
REV-DE_NOVO-22,reinvent_de_novo,reinvent4_staged_learning,CCc1nnc(NC(=O)Cn2ncc3ccc(Br)cc32)s1,CCc1nnc(NC(=O)Cn2ncc3ccc(Br)cc32)s1,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.637915
REV-DE_NOVO-23,reinvent_de_novo,reinvent4_staged_learning,CCC(=O)Oc1ccc(/C(=C(/CC)c2ccccc2)c2ccc(OCCOCCOC)cc2)cc1,CCC(=O)Oc1ccc(/C(=C(/CC)c2ccccc2)c2ccc(OCCOCCOC)cc2)cc1,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.0207352
REV-DE_NOVO-24,reinvent_de_novo,reinvent4_staged_learning,CN1C(=O)CC(c2cccc(F)c2)C2=C1CC(F)(F)CC2,CN1C(=O)CC(c2cccc(F)c2)C2=C1CC(F)(F)CC2,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.0034488
REV-DE_NOVO-25,reinvent_de_novo,reinvent4_staged_learning,CCOC(=O)CC1CC(C(C)C)CCN1,CCOC(=O)CC1CC(C(C)C)CCN1,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.10329
REV-DE_NOVO-26,reinvent_de_novo,reinvent4_staged_learning,Cc1cc2c(SCC(=O)N3CCc4ccccc4C3)ncnc2s1,Cc1cc2c(SCC(=O)N3CCc4ccccc4C3)ncnc2s1,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.0204396
REV-DE_NOVO-27,reinvent_de_novo,reinvent4_staged_learning,Cc1ccc(-c2noc(-c3ccc(NC(=O)Cc4ccccc4)cc3)n2)cc1,Cc1ccc(-c2noc(-c3ccc(NC(=O)Cc4ccccc4)cc3)n2)cc1,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.5636826
REV-DE_NOVO-28,reinvent_de_novo,reinvent4_staged_learning,CCc1nc2cc(C(=O)Nc3cccc(C)c3C)ccc2n1-c1ccccc1F,CCc1nc2cc(C(=O)Nc3cccc(C)c3C)ccc2n1-c1ccccc1F,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.5635001
REV-DE_NOVO-29,reinvent_de_novo,reinvent4_staged_learning,CCN(CCc1ccccc1)S(=O)(=O)CC(=O)O,CCN(CCc1ccccc1)S(=O)(=O)CC(=O)O,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.0210317
REV-DE_NOVO-30,reinvent_de_novo,reinvent4_staged_learning,C#CCNC(=O)/C(C#N)=C/c1cn(C)nc1NC(/C=C\C(=O)OC(C)CC)=C/C,C#CCNC(=O)/C(C#N)=C/c1cn(C)nc1NC(/C=C\C(=O)OC(C)CC)=C/C,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.1212288
REV-DE_NOVO-31,reinvent_de_novo,reinvent4_staged_learning,O=C(NCc1ccnc(N2CCCC2)n1)C1Cc2ccccc2NC12CCC2,O=C(NCc1ccnc(N2CCCC2)n1)C1Cc2ccccc2NC12CCC2,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.0957543
REV-DE_NOVO-32,reinvent_de_novo,reinvent4_staged_learning,CCC(C)C1CC(C(=O)O)SCCN1C(=O)CC(C)C1CCCCC1,CCC(C)C1CC(C(=O)O)SCCN1C(=O)CC(C)C1CCCCC1,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.0032617
REV-DE_NOVO-33,reinvent_de_novo,reinvent4_staged_learning,Cn1c(=O)n(C)c2c3cc(-c4nc5c(C(C)(F)F)cccc5s4)c(-c4ccc(OC5CCC(O)CC5)c(F)c4)nc3[nH]c(=O)c21,Cn1c(=O)n(C)c2c3cc(-c4nc5c(C(C)(F)F)cccc5s4)c(-c4ccc(OC5CCC(O)CC5)c(F)c4)nc3[nH]c(=O)c21,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.0069687
REV-DE_NOVO-34,reinvent_de_novo,reinvent4_staged_learning,Cc1ccc(C)c([C@H]2CCCN2C(=O)CCCc2nc(COc3cccnc3)no2)c1,Cc1ccc(C)c([C@H]2CCCN2C(=O)CCCc2nc(COc3cccnc3)no2)c1,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.0198239
REV-DE_NOVO-35,reinvent_de_novo,reinvent4_staged_learning,COc1ccc(C(C)NCCc2ccc(F)cc2)cc1OC,COc1ccc(C(C)NCCc2ccc(F)cc2)cc1OC,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.0966998
REV-DE_NOVO-36,reinvent_de_novo,reinvent4_staged_learning,C=CCNC(=O)c1cnc(Nc2cccc(OCCOC)c2)nc1,C=CCNC(=O)c1cnc(Nc2cccc(OCCOC)c2)nc1,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.529212
REV-DE_NOVO-37,reinvent_de_novo,reinvent4_staged_learning,O=c1c(O)cncn1C1CCNCC1,O=c1c(O)cncn1C1CCNCC1,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.5930734
REV-DE_NOVO-38,reinvent_de_novo,reinvent4_staged_learning,CC(C(=O)Nc1nc(-c2cccs2)cs1)C(N)=S,CC(C(=O)Nc1nc(-c2cccs2)cs1)C(N)=S,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.0975654
REV-DE_NOVO-39,reinvent_de_novo,reinvent4_staged_learning,CCNC(=O)C(CCSC)NC(=O)CCCc1ccccc1,CCNC(=O)C(CCSC)NC(=O)CCCc1ccccc1,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.0968225
REV-DE_NOVO-40,reinvent_de_novo,reinvent4_staged_learning,CCCN(CC(F)F)C(=O)c1nc(N)c2c3c(sc2n1)CCCC3,CCCN(CC(F)F)C(=O)c1nc(N)c2c3c(sc2n1)CCCC3,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.5303927
REV-DE_NOVO-41,reinvent_de_novo,reinvent4_staged_learning,CCC[C@@H]1COc2ccc(CO)c(F)c2O1,CCC[C@@H]1COc2ccc(CO)c(F)c2O1,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.5443595
REV-DE_NOVO-42,reinvent_de_novo,reinvent4_staged_learning,O=[N+]([O-])c1cc2c(cc1CSc1nc3ccccc3s1)OCCO2,O=[N+]([O-])c1cc2c(cc1CSc1nc3ccccc3s1)OCCO2,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.0200722
REV-DE_NOVO-43,reinvent_de_novo,reinvent4_staged_learning,CCOC(=O)c1nc2c(c(N(CCO)[C@@H](C)c3ccccc3)n1)C(=O)N(C(=O)O)C(C)(C)C2,CCOC(=O)c1nc2c(c(N(CCO)[C@@H](C)c3ccccc3)n1)C(=O)N(C(=O)O)C(C)(C)C2,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.6401657
REV-DE_NOVO-44,reinvent_de_novo,reinvent4_staged_learning,CNC1CN(C(C)=O)CCC1C,CNC1CN(C(C)=O)CCC1C,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.0011361
REV-DE_NOVO-45,reinvent_de_novo,reinvent4_staged_learning,CC(C)[C@H](C)CCCC(=O)[C@H]1CC=C2C[C@H](O)CCC21C,CC(C)[C@H](C)CCCC(=O)[C@H]1CC=C2C[C@H](O)CCC21C,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.4639988
REV-DE_NOVO-46,reinvent_de_novo,reinvent4_staged_learning,CCCCCCCC1(c2cc(CCCCCC)c(CCCCCC)c(OC)c2)CCCN1[O],CCCCCCCC1(c2cc(CCCCCC)c(CCCCCC)c(OC)c2)CCCN1[O],NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.0029664
REV-DE_NOVO-47,reinvent_de_novo,reinvent4_staged_learning,FC(F)c1cnc(N2CCC(COc3ncccc3Cl)CC2)nc1,FC(F)c1cnc(N2CCC(COc3ncccc3Cl)CC2)nc1,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.0203446
REV-DE_NOVO-48,reinvent_de_novo,reinvent4_staged_learning,CC1CNCOC12CCN(S(C)(=O)=O)C2,CC1CNCOC12CCN(S(C)(=O)=O)C2,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.0890402
REV-DE_NOVO-49,reinvent_de_novo,reinvent4_staged_learning,C=C(CN(Cc1cccc(C(F)(F)F)c1Cl)c1nc(C(=O)OCC)cs1)OC,C=C(CN(Cc1cccc(C(F)(F)F)c1Cl)c1nc(C(=O)OCC)cs1)OC,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.5317875
REV-DE_NOVO-50,reinvent_de_novo,reinvent4_staged_learning,Cc1cc(N)cc(NC(=O)CCN(C)Cc2cscn2)c1,Cc1cc(N)cc(NC(=O)CCN(C)Cc2cscn2)c1,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.5428796
REV-DE_NOVO-51,reinvent_de_novo,reinvent4_staged_learning,CC(=O)Nc1ccc(NC(=O)CNC(=O)CN)cc1F,CC(=O)Nc1ccc(NC(=O)CNC(=O)CN)cc1F,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.5875325
REV-DE_NOVO-52,reinvent_de_novo,reinvent4_staged_learning,CC(=O)NCCCNc1ccncc1,CC(=O)NCCCNc1ccncc1,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.556687
REV-DE_NOVO-53,reinvent_de_novo,reinvent4_staged_learning,Cc1ccccc1C(c1ccc(Cl)c(Cl)c1)[N+](=O)[O-],Cc1ccccc1C(c1ccc(Cl)c(Cl)c1)[N+](=O)[O-],NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.0035495
REV-DE_NOVO-54,reinvent_de_novo,reinvent4_staged_learning,Cc1ccccc1C(C=O)C1CCCCC1=O,Cc1ccccc1C(C=O)C1CCCCC1=O,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.0034877
REV-DE_NOVO-55,reinvent_de_novo,reinvent4_staged_learning,COc1ccc(Br)c(C(N)c2cccc3c2OCCC3)c1,COc1ccc(Br)c(C(N)c2cccc3c2OCCC3)c1,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.1084175
REV-DE_NOVO-56,reinvent_de_novo,reinvent4_staged_learning,Cc1cc2c(=O)n(CC(=O)O[C@H](C)CC(C)C)cnc2s1,Cc1cc2c(=O)n(CC(=O)O[C@H](C)CC(C)C)cnc2s1,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.5456865
REV-DE_NOVO-57,reinvent_de_novo,reinvent4_staged_learning,COc1ccc(N2C(=O)[C@@H]3[C@H]4CC[C@H](C4)[C@@H]3C2=O)cc1,COc1ccc(N2C(=O)[C@@H]3[C@H]4CC[C@H](C4)[C@@H]3C2=O)cc1,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.0196861
REV-DE_NOVO-58,reinvent_de_novo,reinvent4_staged_learning,OCc1cncn1Cc1cn2ccccc2n1,OCc1cncn1Cc1cn2ccccc2n1,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.5662382
REV-DE_NOVO-59,reinvent_de_novo,reinvent4_staged_learning,CNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](C)NC(=O)[C@@H](N)CO,CNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](C)NC(=O)[C@@H](N)CO,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.5944854
REV-DE_NOVO-60,reinvent_de_novo,reinvent4_staged_learning,CC(C)NCc1cccc(S(=O)(=O)NCC(C)N2CCCC2)c1,CC(C)NCc1cccc(S(=O)(=O)NCC(C)N2CCCC2)c1,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.0970587
REV-DE_NOVO-61,reinvent_de_novo,reinvent4_staged_learning,C=C(C)n1ncc2c(Sc3ccc(N4CC4)nc3)nc(CN3C(=O)C=C(C(=O)OC)CCC3=O)nc21,C=C(C)n1ncc2c(Sc3ccc(N4CC4)nc3)nc(CN3C(=O)C=C(C(=O)OC)CCC3=O)nc21,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.5323821
REV-DE_NOVO-62,reinvent_de_novo,reinvent4_staged_learning,COc1ccc(/C(C)=N/Nc2nc(SCC(=O)N(C)Cc3ccc(C)cc3)n[nH]2)cc1OC,COc1ccc(/C(C)=N/Nc2nc(SCC(=O)N(C)Cc3ccc(C)cc3)n[nH]2)cc1OC,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.0
REV-DE_NOVO-63,reinvent_de_novo,reinvent4_staged_learning,COc1cc(C(=O)Nc2cc3c(cc2O)OCO3)ccc1[N+](=O)[O-],COc1cc(C(=O)Nc2cc3c(cc2O)OCO3)ccc1[N+](=O)[O-],NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.5770537
REV-DE_NOVO-64,reinvent_de_novo,reinvent4_staged_learning,C=CC(=O)N1CCCC[C@@H]1C(=O)O,C=CC(=O)N1CCCC[C@@H]1C(=O)O,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.020586
REV-DE_NOVO-65,reinvent_de_novo,reinvent4_staged_learning,CCCCC1OC(C(C)CCCC)C(C(C)c2ccc(C)cc2C)C1=O,CCCCC1OC(C(C)CCCC)C(C(C)c2ccc(C)cc2C)C1=O,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.0031684
REV-DE_NOVO-66,reinvent_de_novo,reinvent4_staged_learning,O=S(=O)(NCC1CCC(Nc2nc(C3CC3)nc(N3CCCC3)n2)CC1)c1ccccc1,O=S(=O)(NCC1CCC(Nc2nc(C3CC3)nc(N3CCCC3)n2)CC1)c1ccccc1,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.5456748
REV-DE_NOVO-67,reinvent_de_novo,reinvent4_staged_learning,CCN(CC)CCCN1C(=O)C(=O)/C(=C(\O)c2ccc(OCC(C)C)c(C)c2)[C@H]1c1cc(OC)c(OC)c(OC)c1,CCN(CC)CCCN1C(=O)C(=O)/C(=C(\O)c2ccc(OCC(C)C)c(C)c2)[C@H]1c1cc(OC)c(OC)c(OC)c1,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.000251
REV-DE_NOVO-68,reinvent_de_novo,reinvent4_staged_learning,CCCCCCN(Cc1ccc(CCC(=O)O)cc1)C(=O)c1cccnc1,CCCCCCN(Cc1ccc(CCC(=O)O)cc1)C(=O)c1cccnc1,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.0202197
REV-DE_NOVO-69,reinvent_de_novo,reinvent4_staged_learning,CCCN1CCN(c2ccc(CNC)c(Cl)c2)CC1,CCCN1CCN(c2ccc(CNC)c(Cl)c2)CC1,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.5246235
REV-DE_NOVO-70,reinvent_de_novo,reinvent4_staged_learning,CCCCOCCCNC(=O)Nc1ccc(-c2nc3ccccc3s2)c(F)c1,CCCCOCCCNC(=O)Nc1ccc(-c2nc3ccccc3s2)c(F)c1,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.5329564
REV-DE_NOVO-71,reinvent_de_novo,reinvent4_staged_learning,Cc1noc(CCCN2CCCC2)c1-c1ccc(CC(C)C)cc1,Cc1noc(CCCN2CCCC2)c1-c1ccc(CC(C)C)cc1,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.0197952
REV-DE_NOVO-72,reinvent_de_novo,reinvent4_staged_learning,NS(=O)(=O)O[C@H]1CC[C@@H]2C1C[C@H](O)C2O,NS(=O)(=O)O[C@H]1CC[C@@H]2C1C[C@H](O)C2O,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.5130897
REV-DE_NOVO-73,reinvent_de_novo,reinvent4_staged_learning,CN1COc2ccccc2N1c1ccc(C(N)N2CCNCC2)cc1,CN1COc2ccccc2N1c1ccc(C(N)N2CCNCC2)cc1,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.0
REV-DE_NOVO-74,reinvent_de_novo,reinvent4_staged_learning,COc1cc(OC)cc([C@@H]2CC(NC(=O)c3ccc([N+](=O)[O-])cc3)=Nc3c2cnn3CCc2ccccn2)c1,COc1cc(OC)cc([C@@H]2CC(NC(=O)c3ccc([N+](=O)[O-])cc3)=Nc3c2cnn3CCc2ccccn2)c1,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.5545085
REV-DE_NOVO-75,reinvent_de_novo,reinvent4_staged_learning,CC/C(C)=N\NC(=O)CCSc1ccc(NC(=O)COc2ccccc2)cc1,CC/C(C)=N\NC(=O)CCSc1ccc(NC(=O)COc2ccccc2)cc1,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.0
REV-DE_NOVO-76,reinvent_de_novo,reinvent4_staged_learning,CN(C)[C@@H](NC(=O)CSC(=O)N1CCC(Cc2ccccc2)CC1)C(=O)NCCO,CN(C)[C@@H](NC(=O)CSC(=O)N1CCC(Cc2ccccc2)CC1)C(=O)NCCO,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.5963831
REV-DE_NOVO-77,reinvent_de_novo,reinvent4_staged_learning,CC1(C)C(CN)C1c1cccc(Br)c1,CC1(C)C(CN)C1c1cccc(Br)c1,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.1135771
REV-DE_NOVO-78,reinvent_de_novo,reinvent4_staged_learning,CC1C=CC2=CNC3=C(C(=O)CC=C3)C2C1,CC1C=CC2=CNC3=C(C(=O)CC=C3)C2C1,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.0922117
REV-DE_NOVO-79,reinvent_de_novo,reinvent4_staged_learning,Cc1ccccc1CC(=O)NC1CCOCC1,Cc1ccccc1CC(=O)NC1CCOCC1,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.5520381
REV-DE_NOVO-80,reinvent_de_novo,reinvent4_staged_learning,CC1OCCCN(C(C)(CN)C2CC2)C1=O,CC1OCCCN(C(C)(CN)C2CC2)C1=O,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.0900527
REV-DE_NOVO-81,reinvent_de_novo,reinvent4_staged_learning,O=C(CCNc1ccccc1[N+](=O)[O-])N1CCNCC1,O=C(CCNc1ccccc1[N+](=O)[O-])N1CCNCC1,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.5770301
REV-DE_NOVO-82,reinvent_de_novo,reinvent4_staged_learning,O=C(Nc1ccccc1)/C(=C\SCCO)c1ccccc1,O=C(Nc1ccccc1)/C(=C\SCCO)c1ccccc1,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.5572232
REV-DE_NOVO-83,reinvent_de_novo,reinvent4_staged_learning,NC(=S)Cc1ccc(F)c(Cl)c1,NC(=S)Cc1ccc(F)c(Cl)c1,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.570518
REV-DE_NOVO-84,reinvent_de_novo,reinvent4_staged_learning,C=C(NCCN1CCCc2ccccc2C1)N1CCN(c2nc(C)cc(C)n2)CC1C,C=C(NCCN1CCCc2ccccc2C1)N1CCN(c2nc(C)cc(C)n2)CC1C,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.093531
REV-DE_NOVO-85,reinvent_de_novo,reinvent4_staged_learning,Cc1cc(=O)[nH]c(SC(C)C(=O)N2CCCC2)n1,Cc1cc(=O)[nH]c(SC(C)C(=O)N2CCCC2)n1,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.0035342
REV-DE_NOVO-86,reinvent_de_novo,reinvent4_staged_learning,COc1ccc(C(=O)NNC(=O)c2sc(-c3ccc(C)cc3)nc2C)cc1,COc1ccc(C(=O)NNC(=O)c2sc(-c3ccc(C)cc3)nc2C)cc1,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.0
REV-DE_NOVO-87,reinvent_de_novo,reinvent4_staged_learning,Cc1c(C(=O)Nc2ccc(Cl)cc2)cccc1[N+](=O)[O-],Cc1c(C(=O)Nc2ccc(Cl)cc2)cccc1[N+](=O)[O-],NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.5488911
REV-DE_NOVO-88,reinvent_de_novo,reinvent4_staged_learning,Cc1nc2ccccc2c([C@@H]2N=C(c3ccc(C(C)(C)C)cc3)OC3=C2C(=O)CCC3)c1O,Cc1nc2ccccc2c([C@@H]2N=C(c3ccc(C(C)(C)C)cc3)OC3=C2C(=O)CCC3)c1O,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.0214578
REV-DE_NOVO-89,reinvent_de_novo,reinvent4_staged_learning,CC/C(=C/C=C/c1ccc(O)c(Cc2ccc(N)cc2)c1)OC,CC/C(=C/C=C/c1ccc(O)c(Cc2ccc(N)cc2)c1)OC,NA,untested,2026-09-10T23:15:26Z,de_novo_1.csv,0.565499
